Comparison|||The company had a tax credit of $1.4 million|||In the year-earlier quarter, the tax credit was $3.3 million
Contingency|||Nevertheless, the administration's criticisms appeared to have made some headway with Sens.|||The three men agreed to rewrite the guidelines, without changing the basic assassination ban, to clear up any ambiguities that may have hampered U.S. encouragement of coups against anti-American leaders
Contingency|||One of the best deals, though, may mean skipping Christmas dinner with the relatives|||This week, many carriers are announcing cut-rate fares designed to get people to fly on some of the most hallowed -- and slowest -- days of the year, including Christmas
Contingency|||They are cutting ticket prices by as much as 70% from normal levels for travel to most U.S. locations on Dec. 24, 25, 29, 30 and 31, and Jan. 4, 5 and 6|||The promotions put round-trip fares at $98, $148 and $198
Contingency|||There's even a special fare for clergy that doesn't require the usual stay over Saturday night|||That way, they can be home in time for work Sunday
Contingency|||But that doesn't mean "half of the students attending Berkeley" will be admitted this way|||The plan is talking about applicants admitted, not students who enroll
Contingency|||The meeting offered stark evidence of a dramatic fall in scientific interest in cold fusion research|||Of the 1,300 chemists registered for the society's weeklong meeting, fewer than 200 sat through the day and a half of cold fusion presentations at week's end
Contingency|||The heat energy plus the energy consumed by the breakup of the water molecules added to far more energy coming out of the apparatus than electrical energy going in|||Because they also detected tritium and indications of nuclear radiation, they asserted that the "excess" heat energy must be coming from energy released by the nuclear fusion of deuterium atoms inside the palladium rod
Contingency|||his experiment was "very erratic|||It would go along doing nothing but dissociating the heavy water and then at totally unpredictable times, it would begin producing excess heat for as long as 10 or 11 hours before quieting down
Contingency|||The bursts often occur after they "perturbed" the experiments by raising or lowering the amount of electric current being applied, or switching the current off and on|||that some "anomalous" chemical reactions might be producing the heat
Contingency|||In subsequent experiments, one of two neutron detectors occasionally indicated a burst of neutrons but neutron bursts were never recorded in both detectors at the same time|||They concluded the indications of neutrons stemmed from faults in the detectors rather than from the cold fusion experiment
Contingency|||THROUGHOUT THE 1980s, investors have been looking for creative alternatives to traditional modes of financial planning|||Capital has been democratized, and people want in
Contingency|||My revolutionary system is also useful for those who have tried customary forms of growing their currency cushion|||Like all Americans seeking chronic prosperity, I do find it necessary to plunge certain funds into conservative monetary tools, if only to assuage my father-in-law, who believes in such things
Contingency|||By 1987, these properties were in a tailspin, causing my broker at Pru-Bache to remark that she'd "never seen anything like it|||Concerned for her state of mind, I dropped them -- and the market instantly began its steady climb back to health
Contingency|||We've all got money to spend, some of it clearly disposable since we keep disposing of it|||Bank it
Contingency|||So go out there and eat that debt|||You're right there in the mainstream of American business, building value on the back of insupportable expenditures
Contingency|||But further major advances on the Nikkei aren't foreseen this week by market observers|||Investors are still waiting to see how the U.S. government will decide on interest rates and how the dollar will be stabilized
Contingency|||British Airways rose initially after announcing its withdrawal from the UAL deal|||they viewed the initial #390-million ($622 million) outlay for a 15% stake in the airline as a bit much
Contingency|||Maybe I'm a little stuffy, but I wouldn't sell them|||Who knows how much they'll be worth 100 years from now
Contingency|||I would say he's definitely not in need of money|||He has good investments
Contingency|||I assume those accounts are closed|||he'd want to give out his current account numbers
Contingency|||Analysts hailed the sweetened pension package|||This tells you AT&T is serious about continuing to manage their cost structure
Contingency|||and a lot more will be done|||Improving profitability of U.S. operations is an extremely high priority in the company
Contingency|||The scope of the improvement in the U.S. business caught some analysts by surprise|||The company's domestic business has performed poorly for years
Contingency|||that against the backdrop of a nearly 40-point rise in the Dow Jones Industrial Average, that shouldn't necessarily be taken as a sign of great strength|||Some cut their earnings estimates for the stock this year and predicted more efforts to control costs ahead
Contingency|||I think the next few quarters will be difficult|||Margins will remain under pressure, and when the new mainframe does ship, I'm not sure it will be a big winner
Contingency|||Margins will remain under pressure, and when the new mainframe does ship, I'm not sure it will be a big winner|||he was revising his estimate for DEC's current year from $8.20 a share to "well below $8," although he hasn't settled on a final number
Contingency|||That gain probably translated into about 5% to 7% in dollar terms, well below recent quarters' gains of above 20%|||That was a disappointment" and a sign of overall computer-market softness in Europe
Contingency|||Marc Schulman, with UBS Securities in New York, dropped his estimate of DEC's full-year net to $6.80 a share from $8|||Although overall revenues were stronger DEC "drew down its European backlog" and had flat world-wide orders overall
Contingency|||Besides term life and whole life (the old standbys), we now have universal life, universal variable life, flexible adjustable universal life, policies with persistency bonuses, policies festooned with exotic riders, living benefit policies, and on and on|||What to do
Contingency|||It may also stipulate that the insured must pass another medical exam before renewal|||if you flunk you may not be able to buy it
Contingency|||Amex said it would charge me $576 a year for $100,000 of coverage -- and would pay me back all the premiums I put in if I canceled the policy after 10 years|||Sounds great -- or does it
Contingency|||Third and most important, Amex would charge me a far higher premium than other reputable companies would on a straight term policy for the same amount|||I'd be paying so heavily just to have the option of getting my premiums back that I'd almost have to cancel to make the whole thing worthwhile
Contingency|||I'd be paying so heavily just to have the option of getting my premiums back that I'd almost have to cancel to make the whole thing worthwhile|||That would be all right with Amex, which could then lock in its investment profit, but it doesn't add up to a "smart money" move for me
Contingency|||This is worth remembering when insurers and their salesmen try to sell you permanent insurance, the kind that amasses cash value|||The word "death" cannot be escaped entirely by the industry, but salesmen dodge it wherever possible or cloak it in euphemisms, preferring to talk about "savings" and "investment" instead
Contingency|||but salesmen dodge it wherever possible or cloak it in euphemisms, preferring to talk about "savings" and "investment" instead|||The implication is that your permanent-insurance policy is really some kind of CD or mutual-fund account with an added feature
Contingency|||That is gilding the lily|||The fact is that as a savings or investment vehicle, insurance generally runs a poor second to any direct investment you might make in the same things the insurance company is putting your money into
Contingency|||That's because you have to pay for the insurance portion of the policy and the effort required to sell and service the whole package|||Again, no free lunch
Contingency|||One newer wrinkle has been immensely popular in recent years for tax reasons|||the insured could extract cash value in the form of policy "loans," and none of the proceeds were taxable even though they included gains on investment
Contingency|||I'm not prepared in any case to put that much money into a policy immediately, so I look into the broad category called universal life|||it is far more flexible than straight whole life
Contingency|||At a back-yard barbecue, for example, a friend boasts that she'll only have to pay premiums on her John Hancock policy for seven years and that her death benefits will then be "guaranteed|||I call her agent, David Dominici
Contingency|||Insureres selling these policies market them directly to the public or otherwise don't use commissioned salesmen|||there is still a load -- annual administrative fees and initial "setup" charges -- but I figure that the lack of commission and of "surrender fees" for dropping the policy early still saves me a lot
Contingency|||I'm thinking about using the $871 annual premium to finance a trip to Paris first|||A person can do some heavy thinking about insurance there -- and shop for something more exciting while she's doing it
Contingency|||In East Germany, where humor has long been the only way to express political criticism, they're not laughing about their new leader Egon Krenz|||Mr. Krenz is such a contradictory figure that nobody has even come up with any good jokes about him
Contingency|||It was quite a shock|||For the first time in my life, I wasn't sure whether I was listening to our news or West German television
Contingency|||And that's a problem|||Mr. Krenz is not only closely identified with his mentor, Mr. Honecker, but also blamed for ordering violent police action against protesters this month and for praising China for sending tanks against student demonstrators
Contingency|||Against this background, the new East German leader must move quickly to shore up his government's standing|||The sudden growth of the opposition movement, together with the steady outflow of citizens escaping through Poland and Hungary, has plunged the country into its deepest political crisis since an anti-Soviet workers' uprising in 1953
Contingency|||The surge in production raises questions about capacity outpacing demand|||that most of the new plants will come on line in 1992, when the current import trade restraint program ends, which could result in more imports
Contingency|||We hope to sensitize employers" to recognize the problems so they can do something about them|||Early intervention into these types of problems can apparently save businesses long-term expense associated with hospitalization
Contingency|||Hunt's attempt to squeeze the silver market 10 years ago is still indirectly to blame for today's market depression|||While some 100 million ounces of silver once held by Mr. Hunt and Middle Eastern associates aren't hanging over the market anymore, the price surge of 1979-80 precipitated an expansion of mine production and scrap recovery and encouraged silver consumers to economize on silver use
Contingency|||Silver's history of volatility is also discouraging investors|||Even in the present uncertain investment climate, investors are preferring "quality assets" such as Treasury bills and bonds to gold, silver and platinum
Contingency|||The number of cattle moving onto feedlots in the recent quarter was also lower because fattening cattle is less profitable|||A shortage of young cattle has made them more expensive for feedlot operators to buy
Contingency|||Long-term support for the December contract was believed to be at $1.25 a pound|||there were a number of stop-loss orders under that level that were touched off when the contract's price fell below it
Contingency|||That brought in considerable fund selling, which continued until the close of trading|||In general, it was a bearish close
Contingency|||FOR THOSE WHO DELIGHT in the misfortune of others, read on|||This is a story about suckers
Contingency|||John Blodgett agrees -- and he ought to know|||He used to be a boiler-room salesman, peddling investments in oil and gas wells and rare coins
Contingency|||The most obvious pitch, of course, is the lure of big returns|||We're all a little greedy
Contingency|||We're all a little greedy|||Everyone is vulnerable
Contingency|||Why do people play the lottery when the odds are great against them|||People are shooting for a dream
Contingency|||At times, salesmen may embellish the inside information with "the notion that this is some slightly shady, slightly illegal investment the person is being included in|||In appealing to those with a bit of larceny in their hearts, the fraud artist can insist that a person keep an investment secret -- insulating himself from being discovered and keeping his victim from consulting with others
Contingency|||that for many investors, the get-rich-quick scams carry a longed-for element of excitement|||Once people got into it, I was allowing them to live a dream
Contingency|||He phoned them with updates on the investment, such as "funny things that happened at the well that week|||You gave them some excitement that they didn't have in their lives
Contingency|||Conservative appearances make people think it's a conservative investment|||People honestly lose money on risky investments that they didn't realize were a crapshoot
Contingency|||But hardly the only ones|||The scams promise -- among other things -- to help save the environment, feed starving families and prevent the disappearance of children
Contingency|||Psychologists say isolated people who don't discuss their investments with others are particularly at risk for fraud|||Scam artists seek out such people -- or try to make sure that their victims isolate themselves
Contingency|||that whatever a person's particular weak point, timing is crucial|||People may be particularly vulnerable to flim-flam pitches when they are in the midst of a major upheaval in their lives
Contingency|||People may be particularly vulnerable to flim-flam pitches when they are in the midst of a major upheaval in their lives|||Sometimes when people are making big changes, retiring from their jobs, moving to a new area, they lose their bearings
Contingency|||Sometimes when people are making big changes, retiring from their jobs, moving to a new area, they lose their bearings|||They may be susceptible to some song and dance if it hits them at the right time
Contingency|||These people aren't necessarily stupid or naive|||Almost all of us in comparable circumstances might be victimized in some way
Contingency|||Sales for the year rose nearly 30% to $5.28 billion from $4.07 billion a year earlier|||the Macintosh SE/30 and IIcx computers, introduced in the winter, for the brightened sales performance
Contingency|||The new Hewlett-Packard program is a key building block as people move to this new model of distributed processing|||In today's computer networks, some machines often sit idle while others are overtaxed
Contingency|||and the user of a computer won't be able to tell that another machine is doing the work|||The Task Broker "turns that network into -- as far as the user is concerned -- one giant computer
Contingency|||Even lobbyists for heavy industry are encouraged|||The return of pro-investment tax breaks such as those for capital gains and IRAs "creates more of a mood or a mindset that is helpful for getting better depreciation (write-offs) or investment credits
Contingency|||Real-estate interests, for example, are protesting an omission in President Bush's capital-gains proposal: It doesn't include real-estate gains|||If there is going to be a tax scheme that contemplates lower treatment of capital gains, they certainly want to be part of it
Contingency|||But Sotheby's, Christie's and the National Association of Antique Dealers are still trying to get theirs|||They have sent a letter to congressional tax-writers asking that gains from the sale of collectibles also be given preferential treatment
Contingency|||All of this talk is antithetical to the Tax Reform Act of 1986|||In exchange for dramatically lower tax rates, the framers of that legislation sought to eliminate most of the exemptions, deductions and credits that gave some taxpayers an advantage over others
Contingency|||This year Congress, with prodding from President Bush, has been busy trying to put many of these same tax preferences back into the code|||It appears likely that, this year or next, some form of capital-gains preference and passive-loss restoration will be enacted
Contingency|||The '86 act was a fluke|||They wanted reform and they got a revolution
Contingency|||Mr. Juliano thinks so|||One recent Saturday morning he stayed inside the Capitol monitoring tax-and-budget talks instead of flying to San Francisco for a fund-raiser and then to his hometown of Chicago for the 30th reunion of St. Ignatius High School
Contingency|||I'm too old to waste a weekend, but that's what I did|||These days, anything can happen
Contingency|||But many economists were not nearly as jubilant|||The climb in wholesale energy prices is certain to push up retail energy prices in the next few months
Contingency|||I think inflation is going to pick up through the fall|||It has been in what I would describe as a lull for the past several months
Contingency|||But lawyers looking to cash in on the quake may have a tough time once their cases reach a judge|||protections afforded government agencies in such cases are pretty ironclad
Contingency|||For now the last thing we really need to worry about is whether anybody is going to get sued, or whether they have liability or not|||We still have people wandering around in a daze in San Francisco worrying about whether it's going to rain tonight
Contingency|||But that won't stop plaintiffs' lawyers from seeking a little room for maneuvering|||In San Francisco an earthquake was a near certainty
Contingency|||he wants to know whether state or federal engineers or private companies could have prevented the damage|||he has hired civil engineers to check out his own mildly damaged building and to investigate the bridge collapse
Contingency|||that the facts of each case must be looked at individually|||A lot of this is going to be code-related
Contingency|||A lot of this is going to be code-related|||Plaintiffs will argue that damaged structures weren't built to proper design standards
Contingency|||Under the statute, agencies are provided "defenses that normally aren't available in the private sector|||The legislature does not want to inhibit the unique government activities by exposing public entities to liability
Contingency|||If there's going to be a race to the courthouse, it hasn't started yet|||Mr. Covert had to search through law books scattered on the floor of his office yesterday, and Mr. Belli's courtyard was strewn with bricks
Contingency|||Wednesday, Mr. Belli's staff wasn't permitted into his office by city officials worried about their safety|||he set up shop on the sidewalk in front of his town-house office and helped victims apply for federal aid -- free of charge
Contingency|||The ARCO plan takes into account such details as which aspects of business are busier at certain times of the year|||This way, depending on when a quake might strike, priorities can be assigned to departments that should be brought back on line first
Contingency|||The company doesn't wait until the final hours to get ready for hurricanes|||There are just tons of things that have to be considered
Contingency|||they're relatively fortunate|||With a hurricane you know it's coming
Contingency|||With a hurricane you know it's coming|||You have time to put precautionary mechanisms in place
Contingency|||that he and his confreres need restraint lest they kill again|||A good place to start the rehabilitation is a "legislative line-item veto" bill now being offered by Indiana Senator Dan Coats
Contingency|||Senator Coats's proposal would let the proposed spending cuts take place automatically unless Congress acts|||The Members could still try to serve their constituents with special-interest goodies, but the police (in the form of a President) would be there with a straitjacket if they really get crazy, as they do now
Contingency|||the impact of the ruling on other cases involving thrift takeovers will depend on the degree of similarity in the facts|||I don't know if this will affect one institution or a hundred
Contingency|||The suit alleges that the firing of Marcia Trees Levine violated New York state's human-rights law|||Among other things, the law prohibits discrimination on the basis of sex and pregnancy
Contingency|||their clients can no longer afford their services|||The trial of the case lasted seven months
Contingency|||One of the major selling points used by Los Angeles financier Alfred Checchi in getting the takeover approved was that the deal didn't include any junk bonds|||That was seen as an advantage in lobbying airline employees and Washington regulators for approval of the contested takeover
Contingency|||that fees from syndicating loans to other banks dropped 48%, to $21 million|||We didn't take part in a lot of deals because their credit quality was poor
Contingency|||Beyond the current weakness in the junk bond market, banks have another advantage over investment banks in financing contested takeovers|||that "a political and emotional bias" has developed against junk bonds
Contingency|||Nutmeg Industries lost 1 3/4 to 14|||Raymond James & Associates in St. Petersburg, Fla., lowered its third-quarter earnings estimate for the company, according to Dow Jones Professional Investor Report
Contingency|||He figured wrong|||Last week Warner filed a $1 billion breach of contract suit in Los Angeles Superior Court against both Sony and Guber Peters
Contingency|||rivals such as Warner, Paramount Pictures, Walt Disney Co. and Universal Studios have been thrashing Columbia at the box office|||After five years of management turmoil, with four different studio heads, Columbia sorely needs a stable, savvy team to restore its credibility and get it back in the business of making hits
Contingency|||He has a great ability to hire terrific people and delegate authority|||It's no accident that they've been able to develop such successful material
Contingency|||He also had to fight harder for credibility than his partner did|||Barbra Streisand made him famous
Contingency|||It's a pretty good bet they won't get caught|||The only way to catch an electronic thief is to set him up with erroneous information
Contingency|||Experts predict the coming year will be characterized by flat or negative industrial growth, rising unemployment and a widening budget deficit|||Unless the government suddenly reverses course, wages for most workers won't keep pace with inflation
Contingency|||that state banks extend more credit to shopkeepers so that they can purchase manufacturers' goods|||This will prevent a slide in industrial production, which will otherwise cause new panic buyings
Contingency|||the Chicago & North Western offering was restructured in part because "several large insurance buyers right now are demanding equity as part of the package|||If you're going to take the risk in this market, you want something extra
Contingency|||In the Treasury market, the benchmark 30-year bond rose seven-eighths point, or $8.75 for each $1,000 face amount|||that inflation is moderating while the economy slows
Contingency|||The gain reflects fresh economic evidence that inflation is moderating while the economy slows|||That raised hopes that interest rates will continue to move lower
Contingency|||and a 4% drop in car loadings|||Most of the commodity traffic was off
Contingency|||Earnings from continuing operations of the Union Pacific Resources unit almost doubled|||that higher revenue, strong crude oil prices and higher natural gas prices offset declines in production of oil, gas and plant liquids
Contingency|||Industry observers expect a wide divergence in performance|||Stores in a state of confusion are likely to fare poorly, and to lose customers to stable chains such as Limited Inc., May Department Stores Co. and Dillard Department Stores Inc., which should do well
Contingency|||Catalog companies are likely to pose a bigger threat to all stores this year, particularly in December|||More than 200 catalog outfits are promoting a low-cost Federal Express service that guarantees pre-Christmas delivery of orders made by a certain date
Contingency|||Retailers could get a boost this year from the calendar|||Christmas falls on a Monday, creating a big last-minute weekend opportunity for stores
Contingency|||Christmas falls on a Monday, creating a big last-minute weekend opportunity for stores|||Most will stay open late Saturday night and open their doors again Sunday
Contingency|||But many consumers probably will use the extra time to put off some purchasing until the last minute|||What you'll hear as we get into December is that sales are sluggish
Contingency|||The RTC is trying to sell FADA's network of offices separately|||FADA is being liquidated
Contingency|||Fox wasn't pleased by the possible Paramount-MCA venture into prime-time programming|||To make the venture work, they would need Fox affiliates
Contingency|||I think it's to Fox's advantage to be associated with the Paramount-MCA venture|||the Fox shows appearing on nights when Paramount-MCA shows wouldn't be offered could be promoted on the programs produced by Paramount-MCA
Contingency|||The recession, that is|||The economy's stutter steps leave investors wondering whether things are slowing down or speeding up
Contingency|||For the past seven years, investors have had the wind at their backs, in the form of a generally growing economy|||Some may have forgotten what it's like to invest during a recession
Contingency|||Interest rates almost always decline during recession|||As surely as a seesaw tilts, falling interest rates force up the price of previously issued bonds
Contingency|||Corporate bonds "are usually not a good bet in a recession|||As times get tougher, investors fret about whether companies will have enough money to pay their debts
Contingency|||As times get tougher, investors fret about whether companies will have enough money to pay their debts|||This hurts the price of corporate bonds
Contingency|||When interest rates have dropped, it makes sense for corporations to do just that|||they then save on interest costs
Contingency|||If corporate bonds are bad in recessions, junk bonds are likely to be the worst of all|||It's an "absolute necessity" to get out of junk bonds when a recession is in the offing
Contingency|||It's an "absolute necessity" to get out of junk bonds when a recession is in the offing|||Such bonds are very sensitive to the downside
Contingency|||Municipal bonds are generally a bit safer than corporate bonds in a recession, but not as safe as bonds issued by the federal government|||During an economic slump, local tax revenues often go down, raising the risks associated with at least some municipals
Contingency|||and also shunning bonds|||Because he sees a "5% to 6% base rate of inflation in the economy," he doubts that interest rates will fall much any time soon
Contingency|||investors shouldn't even worry too much about timing|||Trying to time the economy is a mistake
Contingency|||Still, few investors are able to sit tight when they are convinced a recession is coming|||After all, in all five recessions since 1960, stocks declined
Contingency|||Mr. Katz advocates issues with low price-earnings ratios|||Low P-E" stocks vastly outperform others "during a recession or bear market
Contingency|||Prof Arbel urges investors to discard stocks in small companies|||Small-company shares typically fall more than big-company stocks in a recession
Contingency|||Food, tobacco, drugs and utilities are the classic examples|||Recession or not, people still eat, smoke, and take medicine when they're sick
Contingency|||Keep some money available for opportunities|||If the recession does hit, there will be some great investment opportunities just when things seem the blackest
Contingency|||But wait a second|||Westridge Capital is an index fund -- the type of stolid long-term investor whose goal is to be nothing more than average
Contingency|||that indexing's rapid growth is slowing, particularly for those "plain vanilla" funds that mirror the S&P 500|||There isn't a boatload {of big investors} out there still waiting to get into indexing
Contingency|||And in some months, he buys stock-index futures and not stocks at all|||By their nature, our trades are very short-term and are going to create high turnover
Contingency|||it's a good idea to jump between the S&P 500 stocks and futures|||You're buying the S&P, and you always want to hold the cheapest form of it
Contingency|||that these instruments present added risks for investors|||If the futures markets have a problem, then those products could have a problem
Contingency|||Here a fund may promise to pay back, say, $95 of every $100 invested for a year, even if the market goes much lower|||The fund could invest $87 for one year in Treasury bills yielding 8% to return the guaranteed $95.
Contingency|||We see a lot of interest in those kind of things|||People comfortable with the passive approach are using them for other strategies
Contingency|||We have the structure, people and plan|||Now, the first order of business is raising enough money to keep his team afloat
Contingency|||Wrong|||According to some of the grand panjandrums of the market, it never happened
Contingency|||These people used to be called brokers, but apparently this word either is not grandiose enough or carries too many negative connotations from the aforementioned technical correction, when terrified customers couldn't raise brokers on the phone|||Either way, the word "broker" is clearly out of favor
Contingency|||A case in point: "government-plus" bond funds|||What could imply more safety than investing in government bonds
Contingency|||In recent years, though, a passel of others flying the no-load flag have been imposing hefty charges when an investor sells his shares|||Shouldn't they properly be called exit-load funds
Contingency|||on the advent of program trading|||Blue chips are now being referred to as poker chips
Contingency|||Western Digital's plant in Puerto Rico was affected by Hurricane Hugo, losing three days' production because of the storm|||millions of dollars in first-quarter revenue were lost
Contingency|||and now is one of the leading producers of these newer units|||Other makers of video controller equipment also were caught in the EGA-VGA shift but we were able to respond much more quickly
Contingency|||our stock is grossly undervalued|||the company has cut operating expenses by about 10% over the last few quarters, while maintaining research and development at about 8% to 9% of sales
Contingency|||Mr. Johnson expects that proportion to continue|||Plans to dissolve many of the trade barriers within Europe in 1992 creates significant opportunities for the company
Contingency|||Plans to dissolve many of the trade barriers within Europe in 1992 creates significant opportunities for the company particularly since Western Digital already manufactures there|||Capitalizing on that presence, Western Digital is launching a major effort to develop the embryonic reseller market in Europe
Contingency|||Collectively, the statements raised questions about whether a new bid for UAL will ever get off the ground|||The transaction has had a series of setbacks since the financing problems became known last Friday, with no signs or statements from the buy-out group to indicate that any progress has taken place
Contingency|||However, in response to the British Air decision, United's pilot union vowed to continue efforts to revive the buy-out|||advisers to UAL management and the union will begin meeting in New York today and will work through the weekend to devise a new proposal to present to UAL's board "at the earliest time possible
Contingency|||We're not rushing into anything|||We don't want to be party to a second rejection
Contingency|||But another big problem has been the aging of baby boomers|||Skiing, after all, has mainly been for the young and daring and many baby boomers have outgrown skiing or have too many family responsibilities to stick with the sport
Contingency|||But the new commercials deal with it indirectly by showing a woman smiling as she tries to get up from a fall|||We wanted to show it's okay if you fall
Contingency|||We wanted to show it's okay if you fall|||Most people think if you slip, you'll wind up in a body cast
Contingency|||British Airways dropped out of the current bidding for United Air's parent, leaving a UAL management-pilots group without a key partner|||British Air's move raised new questions about the buy-out group's efforts to revive a stalled bid for UAL
Contingency|||prompting forecasts of weaker results ahead|||Analysts were troubled by signs of flat U.S. orders at the computer maker
Contingency|||Instead, Chrysler officials in late May slapped $1,000 cash rebates on the vehicles|||The incentives boosted sales for a while
Contingency|||At Jasper Jeep-Eagle, one of the largest Jeep dealerships in the country, inventories have continued to swell|||new rebates of $500 to $1,000 on the models have stimulated sales, but not enough to significantly cut dealer stocks
Contingency|||Sluggish sales of the Beretta and Corsica spurred GM to offer $800 rebates on those cars|||The Corsica and Beretta make up the highest-volume car line at Chevrolet, but sales of the cars are off 9.6% for the year, and fell a steep 34.2% early this month
Contingency|||although common wisdom would have expected an increase|||There is a lot of attention paid to housing as a form of household wealth
Contingency|||But it hasn't increased much relative to other assets|||It suggests that households accumulate wealth across a broad spectrum of assets
Contingency|||Stocks have not spread to the general public, despite the fact that the environment is much different|||that despite all the views that we spend too much of our wealth on paper assets, we have ways of holding wealth similar to 100 years ago
Contingency|||The U.S. unit dipped to a session low against the mark just after the release of the U.S. consumer price index|||The report showed that September consumer prices rose just 0.2%, a smaller increase than expected
Contingency|||The report showed that September consumer prices rose just 0.2%, a smaller increase than expected|||The market had anticipated a 0.4% rise in the price index
Contingency|||the consumer price index reflects a more significant slowdown in the U.S. economy than earlier indicated|||that September's producer-price index showed a 0.9% increase
Contingency|||A woman in a three-story apartment was able to walk out the window of the third floor onto street level after the quake|||The house just settled right down into the ground
Contingency|||I heard parts of the building above my head cracking|||I actually thought that I might die
Contingency|||I have felt many aftershocks|||My back is still in knots and my hands are still shaking
Contingency|||I just felt another aftershock a few seconds ago|||I'm just numb
Contingency|||and the building started shaking like crazy|||It's a flimsy structure, built up on supports
Contingency|||Judy and I were in our back yard when the lawn started rolling like ocean waves|||We ran into the house to get Mame
Contingency|||Canadian Pacific put its 56% stake in Soo Line up for sale last year but couldn't find any takers|||Canadian Pacific finally took its majority block off the market this spring
Contingency|||Canadian Pacific finally took its majority block off the market this spring|||It turned out we couldn't sell it
Contingency|||Indeed, abortion-rights activists still face their greatest tests|||The pro-choice movement has shown -- finally -- that it can mobilize But it still hasn't shown that it can win in a state like Pennsylvania or Missouri, where abortion has been clearly an electoral issue and where it's been an emotional issue for a long time
Contingency|||The prognosis is only fair|||Next year is an election year and the legislators just don't want to do anything about this now
Contingency|||and held a Washington seminar designed to train its leaders in political techniques, including how to put the anti-abortionists on the defensive in state legislatures|||We now see pro-choice legislators going on the offensive for the first time
Contingency|||U.K. composite, or non-life, insurers helped support the London market by showing only narrow losses in early trading|||The insurers' relative resilience gave the market time to reappraise the impact of the California disaster on U.K. equities
Contingency|||B.A.T Industries fell in early dealings|||the market was nervous ahead of a special B.A.T holders' meeting today
Contingency|||the market was nervous ahead of a special B.A.T holders' meeting today|||The session is to consider a defensive plan to spin off assets to fend off Sir James Goldsmith's #13.4 billion bid for B.A.T
Contingency|||Buying was scattered across a wide range of issues|||With uncertainty still hanging over interest rates and the dollar, the market failed to find a focus that might lead to further investor commitments
Contingency|||In Brussels, it was the first trading day for most major shares since stocks tumbled on Wall Street Friday|||Trading had been impeded by a major computer failure that took place before the start of Monday's session
Contingency|||utilization management doesn't appear to have altered the long-term rate of increase in health-care costs|||Employers who saw a short-term moderation in benefit expenditures are seeing a return to previous trends
Contingency|||The report suggested that current review programs are too narrow|||The unnecessary and inappropriate use of the hospital, and not the actual need for a particular procedure, has been the main focus
Contingency|||that administrative costs of utilization management programs can be high|||You have a whole staff standing ready" to evaluate the appropriateness of recommended treatment
Contingency|||that the hospitals he runs deal with more than 100 utilization management firms and that many of them have different procedures and requirements|||The panel urged greater efforts to reduce the complexity, paperwork and cost of utilization review
Contingency|||More dual-career couples also are getting help, with men increasingly bringing their working wives for joint counseling|||The level of stress for a woman is often so high, it's the husband who says, 'I'm worried about her
Contingency|||She urges client couples to begin a "detoxification" period, purging social and other nonproductive activities and setting time apart for themselves|||Putting those times on the calendar is as important as remembering business appointments
Contingency|||A Security magazine survey places the effect of takeovers and buy-outs among the industry's 10 biggest challenges|||If it causes management to take their eye off the ball, inventory shrinkage is going to be affected
Contingency|||The new equipment is likely to cost more than $20 million|||When the company last considered adding the equipment two years ago, it estimated the cost at $21 million to $22 million
Contingency|||While advertisers have long appealed to Texans' state pride and prejudices, the latest trend has been sparked, in part, by the state's recent hard economic times|||That has taken some of the swagger out of natives who like to brag that Texas is the only state that was once a nation, but it has increased their legendary resentment of outsiders
Contingency|||Real Texans don't play paddleball, at least I hope not|||This is football country
Contingency|||And deposits at NCNB Texas National Bank, a unit of NCNB Corp., Charlotte, N.C., have increased $2 billion since last year after heavy advertising stressing commitment to Texas|||Obviously, pride sells in Texas
Contingency|||MacNamara Clapp & Klein, a small New York shop, is asking magazine ad representatives to tell it when major advertising inserts will run in their publications|||it may pull its clients' ads from those magazines
Contingency|||California prices were already coming down|||This isn't going to help
Contingency|||One San Francisco neighborhood likely to test Mr. Rosen's theory soon is the city's fashionable Marina district|||The district, built on landfill, suffered heavy quake damage, including collapsed buildings
Contingency|||The company cited higher tax credits in the second quarter, totaling $63 million, compared with $28 million in the third quarter|||Excluding tax credits, profit was 6% below the second quarter
Contingency|||Not selling into a panic turned out to be very good advice|||Despite the market's volatility, the Dow Jones Industrial Average has surged 114 points in the past four days
Contingency|||Investors should stay with their stocks|||We expect a choppy and sloppy market for a short period, but we don't think it will be ugly
Contingency|||We expect a choppy and sloppy market for a short period, but we don't think it will be ugly|||The downside is limited
Contingency|||Most people do just the opposite: They sell their winners and keep their losers|||Which types of stocks are most likely to qualify
Contingency|||Substituting a rule of thumb for your own judgment" can be a mistake|||An earnings disappointment may reflect a situation that's short-term
Contingency|||The risk is that earnings disappointments will continue|||The economy is decelerating after six good years
Contingency|||The economy is decelerating after six good years, and "right now it's better to shoot first and ask questions later|||Which types of stocks currently have the greatest earnings risks
Contingency|||BEWARE OF HEAVY DEBT|||The companies apt to run into earnings problems soonest are the ones with heavy debt loads
Contingency|||If we do have an economic slowdown companies with high debt ratios will be dumped en masse|||The best course for individual investors is to sell these stocks now
Contingency|||individuals should be in the stock market as long-term investors, not as traders trying to catch the next hot stock|||In general avoid takeover stocks
Contingency|||that investors compare price/earnings ratios (the price of a share of stock divided by a company's per-share earnings for a 12-month period) with projected growth rates|||If you think earnings will grow at 20% a year, it's all right to pay 20 times earnings
